Node,In-Degree,Out-Degree,Closeness,Betweenness,PageRank
930,24,0,0.21232996629880746,0.0,0.0005831286583409469
77,0,25,0.0,0.0,5.0487823458630175e-05
81,0,18,0.0,0.0,5.0487823458630175e-05
1157,82,2,0.24165182995410053,0.0002606188225016261,0.0005162208478547966
83,0,8,0.0,0.0,5.0487823458630175e-05
91,0,2,0.0,0.0,5.0487823458630175e-05
67,0,17,0.0,0.0,5.0487823458630175e-05
84,0,1,0.0,0.0,5.0487823458630175e-05
85,0,1,0.0,0.0,5.0487823458630175e-05
2160,93,26,0.2542751876880653,0.0008911175821031375,0.0007094267520467316
2576,192,146,0.2685984918371846,0.0020887492002894656,0.0011406284132013619
2809,53,0,0.23210211589955873,0.0,0.00029700299881473306
3050,33,0,0.22649558095320182,0.0,0.00020006046553895955
3310,39,18,0.2306344505762191,0.0001584932663464923,0.00020964767133339177
3576,21,4,0.22149270111327973,4.832170208536393e-05,0.00017846362272554877
3681,42,1,0.23470327783713807,1.1042016173553752e-06,0.0001816063247983471
5028,74,43,0.25029149768277553,0.0004986261658875053,0.0005189737610448193
5421,39,4,0.2307198549274786,4.098626428348927e-05,0.0002606485828623314
5449,104,0,0.2586309659211319,0.0,0.00045160502871306393
5936,65,2,0.23803589999299174,4.9319560667461995e-05,0.0003204015015059327
6094,39,11,0.22815708327067047,0.00010123426638326182,0.00030550997626037227
6327,122,108,0.256069169764363,0.0012972726713556821,0.0009664338854599459
6914,124,95,0.25387801761561535,0.0019470733266680493,0.0012617583332444008
6930,59,0,0.23902826199298738,0.0,0.00046728803738970684
7553,190,0,0.2667830557115757,0.0,0.0021701850491959583
71,0,109,0.0,0.0,5.0487823458630175e-05
1636,9,1,0.1842630945614686,1.0796542307121633e-07,6.637207977018915e-05
1915,34,33,0.22644338296625693,8.223563609011164e-05,0.000188998759913638
2106,45,0,0.21930474211104015,0.0,0.00021563090546814417
3804,37,5,0.227145085027946,3.050613916535184e-06,0.00015969314030211363
4780,31,0,0.23017435746185477,0.0,0.00038670154336669705
5058,33,0,0.2271556773639944,0.0,0.00018482204637000805
5671,56,3,0.23705477548446008,0.0001113305489601278,0.000527312847347437
7809,124,0,0.26030512752972557,0.0,0.0008930316411830106
7921,24,0,0.21924835948107055,0.0,0.00020443558670519337
87,0,195,0.0,0.0,5.0487823458630175e-05
2053,40,1,0.22902369719965296,7.195047964260719e-06,0.00022146039297229537
2256,107,247,0.2466257955792278,0.0022767315904368,0.0008688422725943215
2623,54,108,0.2323257603250224,0.000735594040341927,0.00024080925522704314
2764,49,1,0.22623782433974435,5.2310501564837845e-05,0.0003229291813696653
2790,127,173,0.2595718517837755,0.0018722168624651975,0.0008120499905815792
2925,35,19,0.22765689113878176,0.00017902118532941449,0.00015979971597675344
3460,80,22,0.2413554012131148,0.00027437872891085657,0.00047282476974999194
3873,77,4,0.24602525892661634,0.0001552299834330101,0.0007189456797854508
3912,11,17,0.2101615588818268,3.285092575560021e-06,7.623540077597548e-05
3962,99,4,0.25019099246352133,0.00032025527998275365,0.0008319402691903038
4078,8,2,0.20363622450103147,4.650982567242324e-05,0.00015669342486000488
4110,102,4,0.24790144624601693,0.0005994849635194055,0.0011074368341412327
4332,6,0,0.20246893872662916,0.0,7.58760137916104e-05
4453,57,0,0.23683694904947775,0.0,0.00033450993708038245
4632,58,228,0.24446467495356627,0.0013630278285785555,0.0004019170195506966
4748,52,38,0.23120501016698222,0.0002356445443832224,0.00023838658689546727
5020,109,139,0.2550732675620862,0.0018063614981627158,0.000688077081712306
5072,66,3,0.2375820660559222,0.00010244349354993486,0.0004676927970713862
5200,88,15,0.24767151248111402,0.0002514596554999572,0.0007838125344891972
5308,19,0,0.21853583633609344,0.0,0.00011197444154550603
5392,65,0,0.23433822715831612,0.0,0.0002561252512323197
5415,42,1,0.23150568549603265,4.8107451163704864e-05,0.00026899630763112497
5584,53,12,0.23538306317780727,5.6108857314718313e-05,0.00023875009287524146
5630,19,36,0.20807936153790133,2.1553182552621967e-05,8.419302147104879e-05
5684,54,18,0.23923933248367693,8.11187378128726e-05,0.00037996431251070037
5732,48,0,0.2379810161776644,0.0,0.0002638138990095537
5737,47,0,0.23288229107905306,0.0,0.0002346705555588416
5790,50,1,0.22723846004524947,4.955549826386908e-07,0.0002503702238435139
5798,47,12,0.23605189173391017,8.280265226911804e-05,0.00028457021132805314
5963,90,0,0.23848647569505654,0.0,0.0008005311568552275
6156,85,22,0.24234110005120804,0.0005155898558966324,0.0007009658299773497
6174,35,10,0.22764302821763097,0.0001389526416388338,0.0003584582662062295
6296,49,0,0.23572331236817778,0.0,0.000498974495050712
6337,71,0,0.2520211523196354,0.0,0.00040697655606755607
6400,49,0,0.2312649610748732,0.0,0.0005176128305865766
6407,32,0,0.22524867597540008,0.0,0.00022803661423168384
6553,29,0,0.2236992323973901,0.0,0.00012465623942214908
6737,32,1,0.2135515534797556,1.2112385993608569e-06,0.0002779583482594988
7381,60,0,0.23859919402957555,0.0,0.0004348454581559684
7649,58,10,0.2407337117257992,0.00019221914690260942,0.0006303057637600923
7662,63,0,0.23445848255843754,0.0,0.0003959337045813063
8141,44,0,0.2327296946496267,0.0,0.00038231178701036414
88,0,1,0.0,0.0,5.0487823458630175e-05
1270,8,0,0.17783184817972264,0.0,6.446113799566712e-05
1612,11,68,0.18728289210910953,0.00015462714469156673,7.765038805249684e-05
2991,24,7,0.21602737991273827,0.0002426475317437152,0.00043227299988529195
3921,7,0,0.21033766969738849,0.0,7.290029687544996e-05
3974,6,0,0.1941242547220123,0.0,6.728152963651986e-05
90,0,72,0.0,0.0,5.0487823458630175e-05
1596,43,29,0.22688315891181254,0.00019748022591823197,0.00025488634518617317
92,0,5,0.0,0.0,5.0487823458630175e-05
82,0,1,0.0,0.0,5.0487823458630175e-05
99,0,24,0.0,0.0,5.0487823458630175e-05
1498,52,6,0.23197975857213377,0.00022826634553818834,0.0002733506190001239
3293,47,10,0.22943131271571962,8.268528720219955e-05,0.0004024645791236693
4071,74,17,0.25185971901838816,0.0003728594452835174,0.0007766383800004973
5812,48,41,0.22483633905033593,0.0006343798389672643,0.00036217296759723233
6560,140,43,0.25813795120770167,0.0006792926291829256,0.0009270301686011994
6592,6,1,0.19668300149365683,2.1839561502717692e-07,5.969852576663887e-05
6634,203,3,0.2595358101492596,0.0007474541636331333,0.003524813657640258
6918,61,29,0.23942319773215934,0.0001296949454856277,0.0002990025509240001
7574,19,0,0.21916337126228125,0.0,0.0001411494668752568
7588,17,8,0.21930973890589792,3.13077042549573e-05,0.00016521061749029978
7803,54,0,0.23714236844745476,0.0,0.0007732970409065089
8132,14,0,0.20581219090026337,0.0,9.394258773171597e-05
96,0,2,0.0,0.0,5.0487823458630175e-05
100,0,5,0.0,0.0,5.0487823458630175e-05
98,0,8,0.0,0.0,5.0487823458630175e-05
31,0,15,0.0,0.0,5.0487823458630175e-05
102,0,5,0.0,0.0,5.0487823458630175e-05
1232,5,1,0.1732082569332315,4.619370970801301e-05,8.977166377599668e-05
103,0,68,0.0,0.0,5.0487823458630175e-05
2589,23,0,0.22774519013577538,0.0,0.00015468286516730223
2851,92,44,0.24808240821487393,0.0005684224532382661,0.0005170863790840721
4536,173,81,0.2644749776717323,0.0014867406358775712,0.001063455378816112
5452,64,17,0.24237252394903624,0.0002052900362422399,0.0005142907843421557
5503,3,0,0.00042170368287883047,0.0,5.2603978692097875e-05
5800,139,222,0.2549341113877479,0.002482058369699248,0.0007738680758408575
5872,93,27,0.24727833108810263,0.00028585773779848863,0.0005037077081840194
6589,27,0,0.22419541797371664,0.0,0.00011555324162278371
6665,114,29,0.25111532272384873,0.000610746251388982,0.0007232860712060703
6967,7,0,0.20550630658421626,0.0,6.812163849280873e-05
7074,21,0,0.21354443940042064,0.0,0.00011588884862666709
7618,47,3,0.23187903544162852,3.363073160394932e-06,0.00026104859983581573
115,0,3,0.0,0.0,5.0487823458630175e-05
116,0,2,0.0,0.0,5.0487823458630175e-05
104,0,30,0.0,0.0,5.0487823458630175e-05
106,0,9,0.0,0.0,5.0487823458630175e-05
3033,75,45,0.2406252451976014,0.00016111037939211186,0.0002897471152840261
68,0,275,0.0,0.0,5.0487823458630175e-05
1159,51,2,0.2327742098001205,0.00011739792909861348,0.000384949532495367
1792,60,31,0.2312336122589185,0.0001607924568225386,0.0002038898002516921
2001,62,39,0.2413242404873756,0.00030780437395788,0.00027803544279528497
2072,23,121,0.2248228174999961,0.0002743870469315028,0.00020487499482272928
2102,63,45,0.23559073666435185,0.00030951779932770416,0.0003139172473828105
2307,34,7,0.23364711308687097,0.00010285280924235387,0.0003716607500086562
2325,66,2,0.23624581707469258,9.619869987944145e-05,0.0003720539950052638
2338,56,6,0.2350574578338742,8.114767568464624e-05,0.0002692038038756321
2440,75,50,0.24641446242106227,0.00030071307527632465,0.00039387652243630833
2597,48,2,0.23579877692632367,3.989862228080924e-06,0.00019296170661701323
2618,36,53,0.22081239275782252,0.00016718912287082697,0.00020687540484439434
2654,213,104,0.25615690073934055,0.0020253917051035186,0.001769320714348241
2765,37,29,0.22978387174318862,0.00018927604347841208,0.00021669022151517712
2912,57,33,0.236844514026225,5.155331196064555e-05,0.00023405385622869828
2951,49,19,0.22909387237344866,9.888683360428934e-05,0.000185411745155139
2973,72,0,0.24594263890698193,0.0,0.0003973321935995423
3021,53,7,0.2348064700326572,1.779766694833882e-05,0.0002352065075504548
3056,39,44,0.2286594782182357,0.0002064678404771845,0.00030998251227055983
3145,27,18,0.2228261196513045,3.682671259319712e-05,0.00019981061923213164
3307,81,0,0.23999676151155114,0.0,0.0006278991399339457
3313,16,5,0.22083848117851695,4.8763815872799164e-05,0.0001269825885367934
3376,33,0,0.22024757168548686,0.0,0.00015076860717838495
3634,105,82,0.24664206699148483,0.0008970463761623883,0.0006771396693692119
3691,51,95,0.24350923719319537,0.0008829985225355881,0.0002503875960064496
3816,18,0,0.218038932323902,0.0,0.00012254266121753597
3949,5,30,0.1999868297967119,1.5747543323610996e-05,6.994679651028889e-05
3980,13,2,0.2082996494896047,4.683437195917311e-07,8.375199854929186e-05
4051,32,1,0.23139868915048167,4.1910894489573033e-07,0.0002375495438884583
4111,9,16,0.2099726920573992,7.325176975589078e-06,8.903137800169129e-05
4211,10,65,0.21404831430804097,4.0967069611167046e-05,7.656987324373429e-05
4351,16,4,0.2151818229085325,7.817374980204927e-06,0.00012038844663454674
4584,10,0,0.2057437292853368,0.0,0.00012526602413419886
4587,97,27,0.24775358270196404,0.00028508034625102715,0.0005045819688432686
4604,42,7,0.2346443515810906,7.469060325532759e-05,0.000202378518145988
4631,26,1,0.22329852921062615,4.6999384444035836e-07,0.00011036210356994534
4791,50,1,0.23516096177831888,0.00023283252542220359,0.0004896408680114644
4884,48,4,0.228645492929048,0.00019028947906582708,0.0004568373165528692
4896,1,0,0.0001405678942929435,0.0,5.064423723613418e-05
4981,87,53,0.25052632417839,0.0007670526661497992,0.0009393509940000795
5002,135,115,0.26033104522214034,0.001941122024894164,0.0008033973873987777
5096,48,14,0.2330208695000895,0.0002346523713466253,0.000467414960065104
5179,101,217,0.24144893169217435,0.0027634339670330895,0.0009121234462045714
5188,69,211,0.24504154492592653,0.0008828987847391524,0.0003587909148452628
5226,75,17,0.2504759671283039,0.00031132953590447623,0.0008121226689824339
5233,149,24,0.26359849170708893,0.0006261073449624845,0.001357976923532472
5245,28,0,0.22355181736269242,0.0,0.00023447779789171786
5262,76,59,0.24121524128209673,0.0005973942960902864,0.0004999326512138794
5288,126,0,0.2600964070253204,0.0,0.0008705804392766963
5351,6,0,0.20243605971741732,0.0,6.467103110050247e-05
5430,65,6,0.24249830107615045,5.898422586355881e-05,0.00031379807796066674
5437,40,26,0.22369278419039826,0.0001695662415226299,0.0002429563856695474
5445,58,63,0.23791470816457297,0.0006678862385392361,0.0007289244333560133
5457,41,44,0.22833824880221937,0.00036232519097469703,0.00029064087909975127
5463,57,0,0.23579062094665132,0.0,0.00034526284912267846
5527,60,2,0.2356055845080945,5.659670864704863e-06,0.0003015596842356627
5620,34,7,0.22433712250299662,1.5727447987325903e-05,0.00013590120393083696
5637,58,0,0.2396081347526632,0.0,0.00019071845327057172
5639,17,4,0.21127804958686194,4.694198156591115e-05,0.0001192132679667299
5655,11,139,0.2093143230341509,0.00037615387730994155,0.00011041045589725432
5680,53,4,0.2220980162422728,0.00019839766298997637,0.0004392223585670833
5721,47,10,0.2385523456952291,2.3468095207481452e-05,0.00024267635276214124
5745,20,0,0.2208997536614647,0.0,0.0002262968312721248
5806,82,83,0.24636574465466823,0.0011827444872755874,0.0005804618009688894
5839,85,41,0.24670717411667228,0.0008236220132568199,0.0007735075262321924
5848,51,0,0.23435291184481558,0.0,0.0003099266115075939
5860,15,0,0.21181489392951786,0.0,9.539162909549007e-05
5886,87,0,0.24833816775835688,0.0,0.000509609182711119
5902,85,1,0.2518427519125529,7.627625635806166e-05,0.0005203963173906429
5925,64,0,0.22893031657127447,0.0,0.0005023689272194698
5933,35,4,0.22402791450769674,4.869468509426587e-05,0.00016736560002824532
5972,18,2,0.20807936153790133,1.4447945450011316e-06,0.00013324868304858257
5994,57,0,0.23137006840970856,0.0,0.0002739686571369053
6083,9,0,0.20408206096696135,0.0,8.219671751232729e-05
6098,62,1,0.2400541605507136,1.4537411252667772e-05,0.0003271070078098388
6124,71,0,0.24928701287958718,0.0,0.0006669484685027021
6130,6,1,0.1994881190174197,9.447591864789078e-07,6.112244322882889e-05
6505,67,0,0.23620310536345399,0.0,0.00025408108449709267
6599,50,0,0.23447045562505126,0.0,0.00030819439878124953
6682,10,0,0.1947555443094736,0.0,0.00018860521028676868
6784,115,42,0.25196156968322,0.0006924932128252605,0.0009810281906291
7063,61,16,0.24419320722385102,0.0002968087222579983,0.00047714922857682404
7094,38,0,0.23427950681072274,0.0,0.00018732615091808738
7168,53,0,0.24090528619246887,0.0,0.00041354428517026334
7233,56,22,0.23238352765524556,0.00053539023260906,0.0005425327810224183
7341,27,2,0.23073409513578172,3.3446460213360765e-06,0.00012985025838218017
7544,46,11,0.23218146757281755,8.347750067194867e-05,0.00023628255353792704
7795,54,0,0.23674327698443257,0.0,0.00028981234228867675
7839,69,0,0.24589247493821806,0.0,0.0005933695364007961
8051,44,8,0.2217028709162576,0.00024281075022862422,0.0003398456921716311
8178,54,0,0.2284293650737561,0.0,0.0006737043113256207
117,0,1,0.0,0.0,5.0487823458630175e-05
118,0,1,0.0,0.0,5.0487823458630175e-05
119,0,1,0.0,0.0,5.0487823458630175e-05
107,0,4,0.0,0.0,5.0487823458630175e-05
109,0,190,0.0,0.0,5.0487823458630175e-05
1074,11,95,0.21865554245715244,0.000305069773736745,0.00014086320284188318
2511,47,8,0.23091937793501363,5.8195065556023874e-05,0.0002639330474808264
3752,55,15,0.24014606599794022,0.0002048227933057047,0.00036400102589153927
4361,88,6,0.2506270990473274,0.00016937372299713282,0.000581936012139671
4401,63,9,0.23283220038552166,0.0002822827681690209,0.00043413528214462997
4441,21,202,0.22537853797491622,0.0003623580735584328,0.00012146872333844269
4786,20,3,0.2128660636254376,4.315910911030622e-06,0.0001638579184482768
4798,54,4,0.2356055845080945,0.0001490563972290847,0.0006834201569245148
4940,78,0,0.22834886361616652,0.0,0.0006907274119551339
5140,41,51,0.21700550353456408,0.0002607583982251437,0.0002874132206270922
5273,58,12,0.2453310020599774,3.4918711135388837e-05,0.00035353745188761545
5295,50,22,0.23170657055844399,9.182358105058803e-05,0.00030321228796587513
5465,48,0,0.23251702109049785,0.0,0.00025700998955389254
5479,43,28,0.22422947513135408,0.00033007213775484377,0.0006279854685393889
5563,106,2,0.2509636015970687,9.915899549566508e-05,0.0008512629017280493
5626,37,4,0.22371955771334145,9.033139432466683e-06,0.00017531843373993673
5739,74,45,0.24249830107615045,0.0002836290035189357,0.00037353344030491265
5760,95,3,0.24691900986723483,0.00013678667791327452,0.0005902091098966121
5819,55,61,0.23313712562456723,0.0008623869545141946,0.00048650067676934565
5824,32,41,0.23076258082653925,0.0002378603487469558,0.0002945211684483901
5827,59,15,0.23712995936504505,2.9931160286624558e-05,0.00026340455874796246
5829,76,12,0.2433190451308211,0.00015263019373294013,0.0005284761975286525
5871,75,50,0.23884192495463427,0.00040035220902045717,0.0005859860800988121
6001,48,5,0.2295299201442829,0.0002375404974765411,0.0003332089033853528
6043,50,39,0.23865895105911233,0.0001948757587487992,0.00029352200067942516
6328,59,0,0.24096702345645934,0.0,0.0003561144384726838
6344,4,2,0.18356758209624038,1.7007468638932313e-06,5.517865004599084e-05
6376,4,0,0.1907090141366429,0.0,5.653601070702999e-05
6417,74,0,0.24230919729177378,0.0,0.0005019710353047945
6442,53,4,0.23372015063394408,0.00013239280431885076,0.0004068660143168896
6464,9,0,0.19974383203650947,0.0,6.65843817308492e-05
6481,62,0,0.2404404888293694,0.0,0.00048654497079907605
6511,13,0,0.20828759494400262,0.0,0.00013405944306852852
6523,89,33,0.24798366894792276,0.0005774602436936003,0.000620608585948825
6528,34,0,0.21899967971247492,0.0,0.00020788839772351692
6529,14,0,0.2012161717001812,0.0,8.268862420073364e-05
6552,34,29,0.22785114947217258,2.856467468586183e-05,0.00014752289673902651
6555,111,35,0.2478685724300448,0.0005528056069271867,0.0008776446354529007
6567,16,0,0.21574961158529868,0.0,0.0001224414441264719
6576,47,0,0.23769239973873976,0.0,0.00031837622314721825
6596,31,177,0.22878542285128123,0.000553157736576597,0.00027203631903427135
6600,61,0,0.23610731277710412,0.0,0.000498487256132549
6699,44,0,0.22727134602175103,0.0,0.0002905033695616372
6770,66,6,0.24486499046243107,0.0002488616569645885,0.0005271200825680433
6788,13,0,0.20180452053427841,0.0,0.0001323914008099554
6860,49,0,0.23713168265928397,0.0,0.00026228169043501104
6901,46,0,0.23005682623151866,0.0,0.00019131536779408537
6934,77,65,0.24369972681811833,0.00035069699562633626,0.00036306924640137775
6951,2,47,0.19406913821263225,0.00022207407747888133,5.5919269191059395e-05
6980,70,0,0.2424971067048701,0.0,0.0005604889989690492
7005,47,13,0.23180714388230517,0.00019676356905502044,0.00039075297142356124
7021,93,15,0.2426242088129501,0.0005151036912436371,0.0009434511090520828
7047,54,161,0.23623088842906387,0.0009384062145190056,0.0003027107320123428
7101,44,0,0.23030187788150122,0.0,0.0002648094729501555
7185,31,0,0.2326616752034072,0.0,0.00022515720226049004
7225,74,47,0.23832422602256378,0.0005714729060319185,0.0005845140873337323
7280,63,89,0.2387656517461797,0.00044636751928288316,0.00035706962030009726
7373,45,0,0.2376606534230077,0.0,0.00021872434048775843
7393,15,12,0.21332765403959913,6.68877805518768e-05,0.00015117396124584315
7400,54,15,0.2372955318896747,0.00014067719165343492,0.00025680014625665594
7414,95,0,0.24647754347983702,0.0,0.0007969609085520466
7668,8,0,0.21037316573210146,0.0,0.00011928704150088236
7694,39,0,0.2308663354046279,0.0,0.00022885171773964302
7757,53,0,0.23076867783229496,0.0,0.0005817147322849335
7763,57,0,0.22891660568237662,0.0,0.0005402589420811037
7788,44,0,0.2316672097639576,0.0,0.00024167751728738554
7810,51,9,0.22678681202317008,4.609913453361877e-05,0.0002425156902978531
7924,63,2,0.2352645569156662,2.3212903204364275e-06,0.00032828126885884115
8297,42,0,0.2377966062534156,0.0,0.00035554959249973453
110,0,95,0.0,0.0,5.0487823458630175e-05
4435,38,3,0.22832430277835067,0.00010596368340305374,0.00034637678329686825
7855,52,0,0.23740593252687578,0.0,0.0003541783873615314
7862,53,11,0.2388877122749016,0.00017504750618331573,0.000827175980882605
111,0,29,0.0,0.0,5.0487823458630175e-05
120,0,8,0.0,0.0,5.0487823458630175e-05
112,0,1,0.0,0.0,5.0487823458630175e-05
121,0,9,0.0,0.0,5.0487823458630175e-05
122,0,213,0.0,0.0,5.0487823458630175e-05
403,52,20,0.23234019946488102,0.00014619896581353621,0.00020096189342330833
1247,50,77,0.23771803442642345,0.0009640677878478258,0.00040311785277109444
1291,60,34,0.2348064700326572,0.00033827687625058813,0.000261984945689334
1393,51,4,0.23190780455272553,2.7803522995260402e-05,0.0002303311763112064
1777,57,1,0.2354618922641442,3.0122548944725256e-07,0.00032240259793899693
1984,41,7,0.22975562715198422,5.5450076754712096e-05,0.00018833692630641823
2322,82,19,0.23937720492988,0.00012485073231247674,0.0004361492527594029
2474,81,142,0.2445286374535541,0.0007432266276266322,0.0005580254674335256
2700,58,168,0.23976101907323852,0.0003408427257228433,0.00025065313664229393
2747,77,79,0.2451218811481172,0.0003468151067218831,0.0004919340279504552
2768,29,40,0.22217721439379148,0.00011395826596646426,0.00019797357732216663
2805,56,0,0.23451726986679544,0.0,0.0002762564594139696
2968,53,55,0.2306913797833962,0.0001350738361277402,0.0002398519824863863
3029,61,2,0.23891824690930757,1.5364752534139686e-05,0.00026580969707366066
3106,57,5,0.24190201950239004,0.00014155437900523194,0.00035453585142056665
3148,64,26,0.23953058303260943,0.0001759647085897361,0.0003252046415346503
3173,60,7,0.23319529719854876,0.00014313837649092216,0.0003221034506310427
3251,62,0,0.23414749356496165,0.0,0.00020999239023253736
3253,110,0,0.24390554798275402,0.0,0.00039620820763739046
3393,65,10,0.24581495327393052,6.807091400733402e-05,0.00029730146264709845
3520,38,1,0.22307210063940158,3.0491902201005545e-07,0.00014730958696836476
3541,49,81,0.23451187562825013,0.00032583746429012126,0.00031350125114180076
3580,81,0,0.24988012593712086,0.0,0.0004673162929011146
3587,83,15,0.24260846319617985,0.00041491739184294085,0.000456493368925599
3772,26,1,0.22045530342015843,1.1649026059284435e-06,0.00013835072550093564
3776,17,0,0.218016976401033,0.0,0.00037776579539574293
3887,51,0,0.23145595187979381,0.0,0.0003556273416783379
4117,16,0,0.22023460144983023,0.0,9.756562967175788e-05
4365,60,0,0.23954842078124655,0.0,0.0004504249235345363
4530,81,9,0.25225059442577163,0.00010352488761348752,0.00047815952800136607
4964,88,60,0.24968967468540848,0.0005108039655403652,0.00037876469450440805
4977,43,3,0.2269382510404866,0.00014841664489657826,0.00032093319003829047
5155,54,24,0.23986870769264904,0.00020498553070915978,0.00025137526535523824
5335,94,0,0.24871498123576416,0.0,0.0005008885956372853
5454,65,19,0.24235681098151932,8.359488353429156e-05,0.00032256099082244487
5506,46,0,0.23562501613458797,0.0,0.00028345977980698
5509,48,0,0.2432380923042956,0.0,0.0002737506089357191
5592,29,0,0.2242491915344227,0.0,0.00019308555278576783
5651,58,1,0.23605189173391017,1.9018411619651814e-06,0.00023503596273732912
5947,75,0,0.24449444557476063,0.0,0.00044412685487487557
7699,79,0,0.25601651909022644,0.0,0.0010608267960310676
113,0,89,0.0,0.0,5.0487823458630175e-05
686,24,83,0.1906642428413289,0.0002093224233308024,0.00011705534233512909
5178,117,19,0.25694919302975705,0.0002445349472355673,0.000667123446334516
7651,51,0,0.23849268332501544,0.0,0.0003411701501694097
123,0,1,0.0,0.0,5.0487823458630175e-05
124,0,3,0.0,0.0,5.0487823458630175e-05
114,0,1,0.0,0.0,5.0487823458630175e-05
126,0,25,0.0,0.0,5.0487823458630175e-05
346,41,86,0.2360071849362333,0.000512354859646164,0.00021741845281659727
2290,75,120,0.24621970686886224,0.0006045604286451781,0.00037850725101421087
2687,37,13,0.23433547354039588,1.990554381888002e-05,0.00021470843743485972
2928,15,1,0.21177890974684677,1.616838128387043e-07,0.00015118707243133431
3009,54,51,0.23881140982432195,0.00022548480754760593,0.0002594035093596494
3265,92,0,0.24404610399707954,0.0,0.0007329317385540162
3549,11,0,0.20298544112133995,0.0,7.874363296929921e-05
3567,23,18,0.2239608081350309,2.3857522206756724e-05,0.00013847994803725322
3713,8,0,0.21078534164711626,0.0,0.00014894641398612824
3769,40,0,0.23656169063315624,0.0,0.0002297233126525368
4234,40,3,0.23120501016698222,4.764807167233303e-05,0.00024522351757055036
5928,53,4,0.22588240540120458,2.018658824439538e-05,0.000264286897678301
7012,43,10,0.23632048861432045,0.0002602664737255391,0.0004479333184682365
128,0,80,0.0,0.0,5.0487823458630175e-05
1950,5,0,0.17693999655656545,0.0,6.220886634320529e-05
2069,13,17,0.2078710970523763,1.8746148964482883e-05,0.00011620663559011669
2340,23,4,0.2038027481540607,5.156077138132049e-05,0.00022905440732703383
2366,14,7,0.21164885972880798,5.299017674419165e-06,8.955013794965994e-05
2386,17,0,0.22515374877902272,0.0,0.00014362710326858033
3126,27,1,0.22232945527730616,5.666836692613957e-07,0.00018995969928365224
129,0,4,0.0,0.0,5.0487823458630175e-05
133,0,10,0.0,0.0,5.0487823458630175e-05
134,0,2,0.0,0.0,5.0487823458630175e-05
136,0,99,0.0,0.0,5.0487823458630175e-05
1493,27,1,0.22274645828456982,9.616227793494615e-05,0.0001432422984240604
3297,39,51,0.22648453952441144,0.0001575133095513094,0.00014428301347249554
3346,65,5,0.2402232238394766,4.656191903445151e-05,0.0002882573224424336
3919,42,15,0.22944539430368474,8.850793173104414e-05,0.0002732648759820219
4412,28,2,0.22938907832054584,6.411570151949333e-05,0.00018024828295728462
4713,58,0,0.23565469930618466,0.0,0.0003266999456036271
5482,60,12,0.24000730671481355,0.0003951009447996106,0.0005728740424643156
5738,43,14,0.22626521059132887,0.00029533799591243727,0.0003935821764460255
5950,38,4,0.22988278252305594,1.3180065002732918e-05,0.0002702236872065607
5980,28,8,0.22297231357449215,1.2310100292730503e-05,0.00015537452695282895
6000,46,10,0.2356055845080945,0.0002274874466190849,0.00038233621348465275
6299,104,78,0.25271099907996586,0.001007701463796147,0.000869234007376253
6472,12,0,0.2027560159432575,0.0,0.0001399240551696581
6628,19,0,0.22763429102316438,0.0,0.00020132908721996994
6670,7,0,0.20410433702011502,0.0,8.734630890758771e-05
6707,11,0,0.2108713711429133,0.0,0.0001391636326002208
6725,28,0,0.224923544068056,0.0,0.0002073171809501695
6777,15,0,0.19813529892553997,0.0,7.348755457839397e-05
6805,12,0,0.2104560364220353,0.0,0.00011020833891456258
6938,12,4,0.20906849781275855,7.899120669932866e-06,8.47961790452899e-05
6953,30,1,0.23243031492974314,6.939452713281571e-07,0.0001876668665916394
6997,4,0,0.1977616030333538,0.0,0.0001009555208987645
7054,50,40,0.23313712562456723,0.00022904950791839088,0.0002851570277388245
7301,68,27,0.23437954917805237,0.0003943314065769813,0.0005922419501794348
7442,31,0,0.23089884627445456,0.0,0.00025175958605844575
137,0,1,0.0,0.0,5.0487823458630175e-05
138,0,72,0.0,0.0,5.0487823458630175e-05
139,0,37,0.0,0.0,5.0487823458630175e-05
141,0,1,0.0,0.0,5.0487823458630175e-05
142,0,25,0.0,0.0,5.0487823458630175e-05
143,0,94,0.0,0.0,5.0487823458630175e-05
1678,16,3,0.21718200252076544,1.021095630022409e-05,9.096834496173671e-05
1955,6,1,0.18100778624848377,7.505010572428031e-07,6.627803415054257e-05
145,0,18,0.0,0.0,5.0487823458630175e-05
5189,63,312,0.2422939794795473,0.001812442640986825,0.00041753431716385605
6720,51,0,0.23735909187825072,0.0,0.00032146297878238355
146,0,1,0.0,0.0,5.0487823458630175e-05
1140,47,0,0.23062430730263736,0.0,0.00023579495127902254
1141,12,2,0.1878097869575451,7.358041680342682e-07,8.922193886145155e-05
149,0,1,0.0,0.0,5.0487823458630175e-05
155,53,28,0.22311869945627785,0.0007021521335149588,0.0003677961573201536
6923,9,2,0.2085087740191832,5.459233857757107e-07,8.171400842866624e-05
6993,30,81,0.22354564428571044,0.00018443919031949828,0.0002346938937142312
7116,46,1,0.2317246277476651,8.318918688830681e-07,0.00031229416145709695
7493,7,4,0.2112422336774558,4.382989318329912e-05,0.00026195774335569525
7587,93,0,0.25122575921199214,0.0,0.0006520298003961494
7604,12,0,0.2078708113623238,0.0,0.00015127290560764282
7647,25,4,0.21744728998312793,6.9019909873443026e-06,0.00015481156489755184
7648,9,1,0.2050435393478464,4.867308327730985e-07,0.00010515554530997889
